Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00366846],[0.7337],667,-25,[13.86232673]
[0.01100533],[0.7337],667,-25,[13.86232673]
[0.01834206],[0.73369982],667,-25,[13.86232673]
[0.02567866],[0.73369962],667,-25,[13.86232673]
[0.03301516],[0.73369942],667,-25,[13.86232673]
[0.04035155],[0.73369921],667,-25,[13.86232673]
[0.04768784],[0.73369901],667,-25,[13.86232673]
[0.05502405],[0.73369881],667,-25,[13.86232673]
[0.06236017],[0.7336986],667,-25,[13.86232673]
[0.06969621],[0.7336984],667,-25,[13.86232673]
[0.07703219],[0.73369819],667,-25,[13.86232673]
[0.0843681],[0.73369799],667,-25,[13.86232673]
[0.09170394],[0.73369779],667,-25,[13.86232673]
[0.09903973],[0.73369758],667,-25,[13.86232673]
[0.10637547],[0.73369738],667,-25,[13.86232673]
[0.11371117],[0.73369717],667,-25,[13.86232673]
[0.12104681],[0.73369697],667,-25,[13.86232673]
[0.12838242],[0.73369677],667,-25,[13.86232673]
[0.13571799],[0.73369656],667,-25,[13.86232673]
[0.14305352],[0.73369636],667,-25,[13.86232673]
[0.15038902],[0.73369615],667,-25,[13.86232673]
[0.15772449],[0.73369595],667,-25,[13.86232673]
[0.16505993],[0.73369575],667,-25,[13.86232673]
[0.17239534],[0.73369554],667,-25,[13.86232673]
[0.17973073],[0.73369534],667,-25,[13.86232673]
[0.1870661],[0.73369513],667,-25,[13.86232673]
[0.19440144],[0.73369493],667,-25,[13.86232673]
[0.20173677],[0.73369473],667,-25,[13.86232673]
[0.20907208],[0.73369452],667,-25,[13.86232673]
[0.21640737],[0.73369432],667,-25,[13.86232673]
[0.22374264],[0.73369412],667,-25,[13.86232673]
[0.2310779],[0.73369391],667,-25,[13.86232673]
[0.23841315],[0.73369371],667,-25,[13.86232673]
[0.24574838],[0.7336935],667,-25,[13.86232673]
[0.2530836],[0.7336933],667,-25,[13.86232673]
[0.26041881],[0.7336931],667,-25,[13.86232673]
[0.26775401],[0.73369289],667,-25,[13.86232673]
[0.2750892],[0.73369269],667,-25,[13.86232673]
[0.28242438],[0.73369248],667,-25,[13.86232673]
[0.28975955],[0.73369228],667,-25,[13.86232673]
[0.29709471],[0.73369208],667,-25,[13.86232673]
