Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00397528],[0.795064],667,21,[18.88576358]
[0.01192577],[0.795064],667,21,[18.88576358]
[0.01987612],[0.79506381],667,21,[18.88576358]
[0.02782633],[0.79506359],667,21,[18.88576358]
[0.03577643],[0.79506337],667,21,[18.88576358]
[0.04372641],[0.79506315],667,21,[18.88576358]
[0.05167628],[0.79506293],667,21,[18.88576358]
[0.05962606],[0.79506271],667,21,[18.88576358]
[0.06757575],[0.79506248],667,21,[18.88576358]
[0.07552535],[0.79506226],667,21,[18.88576358]
[0.08347488],[0.79506204],667,21,[18.88576358]
[0.09142434],[0.79506182],667,21,[18.88576358]
[0.09937373],[0.7950616],667,21,[18.88576358]
[0.10732306],[0.79506138],667,21,[18.88576358]
[0.11527233],[0.79506116],667,21,[18.88576358]
[0.12322155],[0.79506094],667,21,[18.88576358]
[0.13117073],[0.79506072],667,21,[18.88576358]
[0.13911986],[0.7950605],667,21,[18.88576358]
[0.14706895],[0.79506028],667,21,[18.88576358]
[0.155018],[0.79506006],667,21,[18.88576358]
[0.16296701],[0.79505984],667,21,[18.88576358]
[0.17091599],[0.79505961],667,21,[18.88576358]
[0.17886494],[0.79505939],667,21,[18.88576358]
[0.18681386],[0.79505917],667,21,[18.88576358]
[0.19476276],[0.79505895],667,21,[18.88576358]
[0.20271163],[0.79505873],667,21,[18.88576358]
[0.21066047],[0.79505851],667,21,[18.88576358]
[0.2186093],[0.79505829],667,21,[18.88576358]
[0.2265581],[0.79505807],667,21,[18.88576358]
[0.23450689],[0.79505785],667,21,[18.88576358]
[0.24245566],[0.79505763],667,21,[18.88576358]
[0.25040442],[0.79505741],667,21,[18.88576358]
[0.25835316],[0.79505719],667,21,[18.88576358]
[0.26630188],[0.79505696],667,21,[18.88576358]
[0.27425059],[0.79505674],667,21,[18.88576358]
[0.28219929],[0.79505652],667,21,[18.88576358]
[0.29014798],[0.7950563],667,21,[18.88576358]
[0.29809666],[0.79505608],667,21,[18.88576358]
[0.30604533],[0.79505586],667,21,[18.88576358]
[0.31399399],[0.79505564],667,21,[18.88576358]
[0.32194264],[0.79505542],667,21,[18.88576358]
[0.32989128],[0.7950552],667,21,[18.88576358]
[0.33783991],[0.79505498],667,21,[18.88576358]
[0.34578853],[0.79505476],667,21,[18.88576358]
[0.35373715],[0.79505454],667,21,[18.88576358]
[0.36168576],[0.79505431],667,21,[18.88576358]
