Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00199062],[0.398128],334,21,[18.16395598]
[0.00597183],[0.398128],334,21,[18.16395598]
[0.00995296],[0.3981279],334,21,[18.16395598]
[0.01393403],[0.39812779],334,21,[18.16395598]
[0.01791503],[0.39812768],334,21,[18.16395598]
[0.02189598],[0.39812757],334,21,[18.16395598]
[0.02587688],[0.39812746],334,21,[18.16395598]
[0.02985773],[0.39812735],334,21,[18.16395598]
[0.03383853],[0.39812724],334,21,[18.16395598]
[0.03781929],[0.39812713],334,21,[18.16395598]
[0.04180001],[0.39812702],334,21,[18.16395598]
[0.0457807],[0.39812691],334,21,[18.16395598]
[0.04976136],[0.3981268],334,21,[18.16395598]
[0.05374198],[0.39812669],334,21,[18.16395598]
[0.05772258],[0.39812658],334,21,[18.16395598]
[0.06170315],[0.39812647],334,21,[18.16395598]
[0.06568369],[0.39812636],334,21,[18.16395598]
[0.06966422],[0.39812625],334,21,[18.16395598]
[0.07364472],[0.39812614],334,21,[18.16395598]
[0.0776252],[0.39812602],334,21,[18.16395598]
[0.08160567],[0.39812591],334,21,[18.16395598]
[0.08558612],[0.3981258],334,21,[18.16395598]
[0.08956655],[0.39812569],334,21,[18.16395598]
[0.09354697],[0.39812558],334,21,[18.16395598]
[0.09752738],[0.39812547],334,21,[18.16395598]
[0.10150777],[0.39812536],334,21,[18.16395598]
[0.10548815],[0.39812525],334,21,[18.16395598]
[0.10946852],[0.39812514],334,21,[18.16395598]
[0.11344889],[0.39812503],334,21,[18.16395598]
[0.11742924],[0.39812492],334,21,[18.16395598]
[0.12140958],[0.39812481],334,21,[18.16395598]
[0.12538992],[0.3981247],334,21,[18.16395598]
[0.12937025],[0.39812459],334,21,[18.16395598]
[0.13335057],[0.39812448],334,21,[18.16395598]
[0.13733088],[0.39812437],334,21,[18.16395598]
[0.14131119],[0.39812426],334,21,[18.16395598]
[0.14529149],[0.39812415],334,21,[18.16395598]
[0.14927179],[0.39812403],334,21,[18.16395598]
[0.15325208],[0.39812392],334,21,[18.16395598]
[0.15723237],[0.39812381],334,21,[18.16395598]
[0.16121265],[0.3981237],334,21,[18.16395598]
[0.16519293],[0.39812359],334,21,[18.16395598]
[0.16917321],[0.39812348],334,21,[18.16395598]
[0.17315348],[0.39812337],334,21,[18.16395598]
[0.17713375],[0.39812326],334,21,[18.16395598]
[0.18111401],[0.39812315],334,21,[18.16395598]
[0.18509427],[0.39812304],334,21,[18.16395598]
[0.18907453],[0.39812293],334,21,[18.16395598]
[0.19305478],[0.39812282],334,21,[18.16395598]
[0.19703504],[0.39812271],334,21,[18.16395598]
[0.20101529],[0.3981226],334,21,[18.16395598]
[0.20499553],[0.39812249],334,21,[18.16395598]
[0.20897578],[0.39812238],334,21,[18.16395598]
[0.21295602],[0.39812227],334,21,[18.16395598]
[0.21693626],[0.39812215],334,21,[18.16395598]
[0.2209165],[0.39812204],334,21,[18.16395598]
[0.22489673],[0.39812193],334,21,[18.16395598]
[0.22887697],[0.39812182],334,21,[18.16395598]
[0.2328572],[0.39812171],334,21,[18.16395598]
[0.23683743],[0.3981216],334,21,[18.16395598]
[0.24081766],[0.39812149],334,21,[18.16395598]
[0.24479789],[0.39812138],334,21,[18.16395598]
[0.24877811],[0.39812127],334,21,[18.16395598]
[0.25275834],[0.39812116],334,21,[18.16395598]
[0.25673856],[0.39812105],334,21,[18.16395598]
[0.26071878],[0.39812094],334,21,[18.16395598]
[0.264699],[0.39812083],334,21,[18.16395598]
[0.26867921],[0.39812072],334,21,[18.16395598]
[0.27265943],[0.39812061],334,21,[18.16395598]
[0.27663964],[0.3981205],334,21,[18.16395598]
[0.28061986],[0.39812039],334,21,[18.16395598]
[0.28460007],[0.39812028],334,21,[18.16395598]
[0.28858028],[0.39812016],334,21,[18.16395598]
[0.29256049],[0.39812005],334,21,[18.16395598]
[0.2965407],[0.39811994],334,21,[18.16395598]
[0.3005209],[0.39811983],334,21,[18.16395598]
[0.30450111],[0.39811972],334,21,[18.16395598]
[0.30848131],[0.39811961],334,21,[18.16395598]
[0.31246151],[0.3981195],334,21,[18.16395598]
[0.31644171],[0.39811939],334,21,[18.16395598]
[0.32042191],[0.39811928],334,21,[18.16395598]
[0.32440211],[0.39811917],334,21,[18.16395598]
[0.32838231],[0.39811906],334,21,[18.16395598]
[0.33236251],[0.39811895],334,21,[18.16395598]
[0.3363427],[0.39811884],334,21,[18.16395598]
[0.3403229],[0.39811873],334,21,[18.16395598]
[0.34430309],[0.39811862],334,21,[18.16395598]
[0.34828328],[0.39811851],334,21,[18.16395598]
[0.35226347],[0.3981184],334,21,[18.16395598]
[0.35624366],[0.39811829],334,21,[18.16395598]
[0.36022385],[0.39811817],334,21,[18.16395598]
[0.36420403],[0.39811806],334,21,[18.16395598]
[0.36818422],[0.39811795],334,21,[18.16395598]
[0.3721644],[0.39811784],334,21,[18.16395598]
[0.37614459],[0.39811773],334,21,[18.16395598]
[0.38012477],[0.39811762],334,21,[18.16395598]
[0.38410495],[0.39811751],334,21,[18.16395598]
[0.38808513],[0.3981174],334,21,[18.16395598]
[0.39206531],[0.39811729],334,21,[18.16395598]
[0.39604549],[0.39811718],334,21,[18.16395598]
[0.40002566],[0.39811707],334,21,[18.16395598]
[0.40400584],[0.39811696],334,21,[18.16395598]
[0.40798601],[0.39811685],334,21,[18.16395598]
[0.41196619],[0.39811674],334,21,[18.16395598]
[0.41594636],[0.39811663],334,21,[18.16395598]
[0.41992653],[0.39811652],334,21,[18.16395598]
[0.4239067],[0.39811641],334,21,[18.16395598]
[0.42788687],[0.39811629],334,21,[18.16395598]
[0.43186704],[0.39811618],334,21,[18.16395598]
[0.4358472],[0.39811607],334,21,[18.16395598]
[0.43982737],[0.39811596],334,21,[18.16395598]
[0.44380753],[0.39811585],334,21,[18.16395598]
[0.44778769],[0.39811574],334,21,[18.16395598]
[0.45176786],[0.39811563],334,21,[18.16395598]
[0.45574802],[0.39811552],334,21,[18.16395598]
[0.45972818],[0.39811541],334,21,[18.16395598]
[0.46370834],[0.3981153],334,21,[18.16395598]
[0.46768849],[0.39811519],334,21,[18.16395598]
[0.47166865],[0.39811508],334,21,[18.16395598]
[0.4756488],[0.39811497],334,21,[18.16395598]
[0.47962896],[0.39811486],334,21,[18.16395598]
[0.48360911],[0.39811475],334,21,[18.16395598]
[0.48758926],[0.39811464],334,21,[18.16395598]
[0.49156941],[0.39811453],334,21,[18.16395598]
[0.49554956],[0.39811442],334,21,[18.16395598]
[0.49952971],[0.3981143],334,21,[18.16395598]
[0.50350986],[0.39811419],334,21,[18.16395598]
[0.50749001],[0.39811408],334,21,[18.16395598]
[0.51147015],[0.39811397],334,21,[18.16395598]
[0.5154503],[0.39811386],334,21,[18.16395598]
[0.51943044],[0.39811375],334,21,[18.16395598]
[0.52341058],[0.39811364],334,21,[18.16395598]
[0.52739072],[0.39811353],334,21,[18.16395598]
[0.53137086],[0.39811342],334,21,[18.16395598]
[0.535351],[0.39811331],334,21,[18.16395598]
[0.53933114],[0.3981132],334,21,[18.16395598]
[0.54331127],[0.39811309],334,21,[18.16395598]
[0.54729141],[0.39811298],334,21,[18.16395598]
[0.55127154],[0.39811287],334,21,[18.16395598]
[0.55525168],[0.39811276],334,21,[18.16395598]
[0.55923181],[0.39811265],334,21,[18.16395598]
[0.56321194],[0.39811254],334,21,[18.16395598]
[0.56719207],[0.39811243],334,21,[18.16395598]
[0.5711722],[0.39811231],334,21,[18.16395598]
[0.57515233],[0.3981122],334,21,[18.16395598]
[0.57913245],[0.39811209],334,21,[18.16395598]
[0.58311258],[0.39811198],334,21,[18.16395598]
[0.5870927],[0.39811187],334,21,[18.16395598]
[0.59107283],[0.39811176],334,21,[18.16395598]
[0.59505295],[0.39811165],334,21,[18.16395598]
[0.59903307],[0.39811154],334,21,[18.16395598]
[0.60301319],[0.39811143],334,21,[18.16395598]
[0.60699331],[0.39811132],334,21,[18.16395598]
[0.61097342],[0.39811121],334,21,[18.16395598]
[0.61495354],[0.3981111],334,21,[18.16395598]
[0.61893366],[0.39811099],334,21,[18.16395598]
[0.62291377],[0.39811088],334,21,[18.16395598]
[0.62689388],[0.39811077],334,21,[18.16395598]
[0.630874],[0.39811066],334,21,[18.16395598]
[0.63485411],[0.39811055],334,21,[18.16395598]
[0.63883422],[0.39811043],334,21,[18.16395598]
[0.64281433],[0.39811032],334,21,[18.16395598]
[0.64679443],[0.39811021],334,21,[18.16395598]
[0.65077454],[0.3981101],334,21,[18.16395598]
[0.65475465],[0.39810999],334,21,[18.16395598]
[0.65873475],[0.39810988],334,21,[18.16395598]
[0.66271485],[0.39810977],334,21,[18.16395598]
[0.66669496],[0.39810966],334,21,[18.16395598]
[0.67067506],[0.39810955],334,21,[18.16395598]
[0.67465516],[0.39810944],334,21,[18.16395598]
