Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00992926],[1.985872],1666,21,[19.86164099]
[0.02978761],[1.985872],1666,21,[19.86164099]
[0.0496456],[1.98587153],1666,21,[19.86164099]
[0.06950326],[1.98587097],1666,21,[19.86164099]
[0.08936061],[1.98587042],1666,21,[19.86164099]
[0.10921768],[1.98586987],1666,21,[19.86164099]
[0.12907449],[1.98586932],1666,21,[19.86164099]
[0.14893105],[1.98586877],1666,21,[19.86164099]
[0.1687874],[1.98586822],1666,21,[19.86164099]
[0.18864353],[1.98586766],1666,21,[19.86164099]
[0.20849947],[1.98586711],1666,21,[19.86164099]
[0.22835524],[1.98586656],1666,21,[19.86164099]
[0.24821084],[1.98586601],1666,21,[19.86164099]
[0.26806629],[1.98586546],1666,21,[19.86164099]
[0.2879216],[1.98586491],1666,21,[19.86164099]
[0.30777678],[1.98586435],1666,21,[19.86164099]
[0.32763184],[1.9858638],1666,21,[19.86164099]
[0.34748678],[1.98586325],1666,21,[19.86164099]
[0.36734162],[1.9858627],1666,21,[19.86164099]
[0.38719637],[1.98586215],1666,21,[19.86164099]
[0.40705103],[1.9858616],1666,21,[19.86164099]
[0.4269056],[1.98586105],1666,21,[19.86164099]
[0.4467601],[1.98586049],1666,21,[19.86164099]
[0.46661453],[1.98585994],1666,21,[19.86164099]
[0.48646889],[1.98585939],1666,21,[19.86164099]
[0.50632319],[1.98585884],1666,21,[19.86164099]
[0.52617743],[1.98585829],1666,21,[19.86164099]
[0.54603162],[1.98585774],1666,21,[19.86164099]
[0.56588576],[1.98585718],1666,21,[19.86164099]
[0.58573985],[1.98585663],1666,21,[19.86164099]
[0.60559391],[1.98585608],1666,21,[19.86164099]
[0.62544792],[1.98585553],1666,21,[19.86164099]
[0.64530189],[1.98585498],1666,21,[19.86164099]
[0.66515583],[1.98585443],1666,21,[19.86164099]
[0.68500973],[1.98585388],1666,21,[19.86164099]
[0.7048636],[1.98585332],1666,21,[19.86164099]
[0.72471745],[1.98585277],1666,21,[19.86164099]
[0.74457127],[1.98585222],1666,21,[19.86164099]
[0.76442506],[1.98585167],1666,21,[19.86164099]
[0.78427883],[1.98585112],1666,21,[19.86164099]
[0.80413258],[1.98585057],1666,21,[19.86164099]
[0.8239863],[1.98585001],1666,21,[19.86164099]
[0.84384001],[1.98584946],1666,21,[19.86164099]
[0.8636937],[1.98584891],1666,21,[19.86164099]
[0.88354737],[1.98584836],1666,21,[19.86164099]
[0.90340102],[1.98584781],1666,21,[19.86164099]
[0.92325466],[1.98584726],1666,21,[19.86164099]
[0.94310828],[1.98584671],1666,21,[19.86164099]
[0.96296189],[1.98584615],1666,21,[19.86164099]
[0.98281548],[1.9858456],1666,21,[19.86164099]
[1.00266906],[1.98584505],1666,21,[19.86164099]
[1.02252263],[1.9858445],1666,21,[19.86164099]
[1.04237619],[1.98584395],1666,21,[19.86164099]
[1.06222973],[1.9858434],1666,21,[19.86164099]
[1.08208326],[1.98584284],1666,21,[19.86164099]
[1.10193679],[1.98584229],1666,21,[19.86164099]
[1.1217903],[1.98584174],1666,21,[19.86164099]
[1.1416438],[1.98584119],1666,21,[19.86164099]
[1.1614973],[1.98584064],1666,21,[19.86164099]
[1.18135078],[1.98584009],1666,21,[19.86164099]
[1.20120426],[1.98583953],1666,21,[19.86164099]
[1.22105772],[1.98583898],1666,21,[19.86164099]
[1.24091118],[1.98583843],1666,21,[19.86164099]
[1.26076463],[1.98583788],1666,21,[19.86164099]
[1.28061807],[1.98583733],1666,21,[19.86164099]
[1.30047151],[1.98583678],1666,21,[19.86164099]
[1.32032494],[1.98583623],1666,21,[19.86164099]
[1.34017836],[1.98583567],1666,21,[19.86164099]
[1.36003177],[1.98583512],1666,21,[19.86164099]
[1.37988517],[1.98583457],1666,21,[19.86164099]
[1.39973857],[1.98583402],1666,21,[19.86164099]
[1.41959196],[1.98583347],1666,21,[19.86164099]
[1.43944535],[1.98583292],1666,21,[19.86164099]
[1.45929872],[1.98583236],1666,21,[19.86164099]
[1.47915209],[1.98583181],1666,21,[19.86164099]
