Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.01191393],[2.382808],1999,21,[20.05719235]
[0.03574156],[2.382808],1999,21,[20.05719235]
[0.05956876],[2.38280743],1999,21,[20.05719235]
[0.08339557],[2.38280677],1999,21,[20.05719235]
[0.10722201],[2.38280611],1999,21,[20.05719235]
[0.13104811],[2.38280545],1999,21,[20.05719235]
[0.15487389],[2.38280478],1999,21,[20.05719235]
[0.17869939],[2.38280412],1999,21,[20.05719235]
[0.20252461],[2.38280346],1999,21,[20.05719235]
[0.22634959],[2.3828028],1999,21,[20.05719235]
[0.25017434],[2.38280214],1999,21,[20.05719235]
[0.27399887],[2.38280147],1999,21,[20.05719235]
[0.29782321],[2.38280081],1999,21,[20.05719235]
[0.32164737],[2.38280015],1999,21,[20.05719235]
[0.34547135],[2.38279949],1999,21,[20.05719235]
[0.36929518],[2.38279883],1999,21,[20.05719235]
[0.39311887],[2.38279816],1999,21,[20.05719235]
[0.41694242],[2.3827975],1999,21,[20.05719235]
[0.44076585],[2.38279684],1999,21,[20.05719235]
[0.46458916],[2.38279618],1999,21,[20.05719235]
[0.48841237],[2.38279552],1999,21,[20.05719235]
[0.51223548],[2.38279486],1999,21,[20.05719235]
[0.53605849],[2.38279419],1999,21,[20.05719235]
[0.55988142],[2.38279353],1999,21,[20.05719235]
[0.58370427],[2.38279287],1999,21,[20.05719235]
[0.60752705],[2.38279221],1999,21,[20.05719235]
[0.63134975],[2.38279155],1999,21,[20.05719235]
[0.6551724],[2.38279088],1999,21,[20.05719235]
[0.67899498],[2.38279022],1999,21,[20.05719235]
[0.70281751],[2.38278956],1999,21,[20.05719235]
[0.72663999],[2.3827889],1999,21,[20.05719235]
[0.75046241],[2.38278824],1999,21,[20.05719235]
[0.7742848],[2.38278758],1999,21,[20.05719235]
[0.79810714],[2.38278691],1999,21,[20.05719235]
[0.82192944],[2.38278625],1999,21,[20.05719235]
[0.84575171],[2.38278559],1999,21,[20.05719235]
[0.86957394],[2.38278493],1999,21,[20.05719235]
[0.89339614],[2.38278427],1999,21,[20.05719235]
[0.91721831],[2.38278361],1999,21,[20.05719235]
[0.94104045],[2.38278294],1999,21,[20.05719235]
[0.96486256],[2.38278228],1999,21,[20.05719235]
[0.98868465],[2.38278162],1999,21,[20.05719235]
[1.01250671],[2.38278096],1999,21,[20.05719235]
[1.03632875],[2.3827803],1999,21,[20.05719235]
[1.06015077],[2.38277963],1999,21,[20.05719235]
[1.08397277],[2.38277897],1999,21,[20.05719235]
[1.10779475],[2.38277831],1999,21,[20.05719235]
[1.13161672],[2.38277765],1999,21,[20.05719235]
[1.15543866],[2.38277699],1999,21,[20.05719235]
[1.17926059],[2.38277633],1999,21,[20.05719235]
[1.20308251],[2.38277566],1999,21,[20.05719235]
[1.2269044],[2.382775],1999,21,[20.05719235]
[1.25072629],[2.38277434],1999,21,[20.05719235]
[1.27454816],[2.38277368],1999,21,[20.05719235]
[1.29837002],[2.38277302],1999,21,[20.05719235]
[1.32219186],[2.38277235],1999,21,[20.05719235]
[1.34601369],[2.38277169],1999,21,[20.05719235]
[1.36983551],[2.38277103],1999,21,[20.05719235]
[1.39365732],[2.38277037],1999,21,[20.05719235]
[1.41747912],[2.38276971],1999,21,[20.05719235]
[1.44130091],[2.38276905],1999,21,[20.05719235]
[1.46512268],[2.38276838],1999,21,[20.05719235]
[1.48894445],[2.38276772],1999,21,[20.05719235]
[1.51276621],[2.38276706],1999,21,[20.05719235]
[1.53658795],[2.3827664],1999,21,[20.05719235]
[1.56040969],[2.38276574],1999,21,[20.05719235]
[1.58423142],[2.38276507],1999,21,[20.05719235]
[1.60805314],[2.38276441],1999,21,[20.05719235]
[1.63187485],[2.38276375],1999,21,[20.05719235]
[1.65569655],[2.38276309],1999,21,[20.05719235]
[1.67951825],[2.38276243],1999,21,[20.05719235]
[1.70333993],[2.38276176],1999,21,[20.05719235]
[1.72716161],[2.3827611],1999,21,[20.05719235]
[1.75098328],[2.38276044],1999,21,[20.05719235]
[1.77480494],[2.38275978],1999,21,[20.05719235]
[1.7986266],[2.38275912],1999,21,[20.05719235]
[1.82244824],[2.38275846],1999,21,[20.05719235]
[1.84626988],[2.38275779],1999,21,[20.05719235]
[1.87009151],[2.38275713],1999,21,[20.05719235]
[1.89391314],[2.38275647],1999,21,[20.05719235]
[1.91773475],[2.38275581],1999,21,[20.05719235]
[1.94155636],[2.38275515],1999,21,[20.05719235]
[1.96537796],[2.38275448],1999,21,[20.05719235]
[1.98919955],[2.38275382],1999,21,[20.05719235]
[2.01302114],[2.38275316],1999,21,[20.05719235]
[2.03684272],[2.3827525],1999,21,[20.05719235]
[2.06066429],[2.38275184],1999,21,[20.05719235]
[2.08448586],[2.38275117],1999,21,[20.05719235]
[2.10830742],[2.38275051],1999,21,[20.05719235]
[2.13212897],[2.38274985],1999,21,[20.05719235]
[2.15595051],[2.38274919],1999,21,[20.05719235]
[2.17977205],[2.38274853],1999,21,[20.05719235]
[2.20359358],[2.38274787],1999,21,[20.05719235]
[2.2274151],[2.3827472],1999,21,[20.05719235]
[2.25123662],[2.38274654],1999,21,[20.05719235]
[2.27505813],[2.38274588],1999,21,[20.05719235]
[2.29887963],[2.38274522],1999,21,[20.05719235]
[2.32270113],[2.38274456],1999,21,[20.05719235]
[2.34652262],[2.38274389],1999,21,[20.05719235]
[2.3703441],[2.38274323],1999,21,[20.05719235]
[2.39416558],[2.38274257],1999,21,[20.05719235]
[2.41798704],[2.38274191],1999,21,[20.05719235]
[2.44180851],[2.38274125],1999,21,[20.05719235]
[2.46562996],[2.38274058],1999,21,[20.05719235]
[2.48945141],[2.38273992],1999,21,[20.05719235]
[2.51327285],[2.38273926],1999,21,[20.05719235]
[2.53709429],[2.3827386],1999,21,[20.05719235]
[2.56091572],[2.38273794],1999,21,[20.05719235]
[2.58473714],[2.38273727],1999,21,[20.05719235]
[2.60855855],[2.38273661],1999,21,[20.05719235]
[2.63237996],[2.38273595],1999,21,[20.05719235]
[2.65620136],[2.38273529],1999,21,[20.05719235]
[2.68002276],[2.38273463],1999,21,[20.05719235]
[2.70384415],[2.38273396],1999,21,[20.05719235]
[2.72766553],[2.3827333],1999,21,[20.05719235]
[2.7514869],[2.38273264],1999,21,[20.05719235]
[2.77530827],[2.38273198],1999,21,[20.05719235]
[2.79912963],[2.38273132],1999,21,[20.05719235]
[2.82295099],[2.38273065],1999,21,[20.05719235]
[2.84677234],[2.38272999],1999,21,[20.05719235]
[2.87059368],[2.38272933],1999,21,[20.05719235]
[2.89441501],[2.38272867],1999,21,[20.05719235]
[2.91823634],[2.382728],1999,21,[20.05719235]
[2.94205766],[2.38272734],1999,21,[20.05719235]
[2.96587898],[2.38272668],1999,21,[20.05719235]
[2.98970029],[2.38272602],1999,21,[20.05719235]
[3.01352159],[2.38272536],1999,21,[20.05719235]
[3.03734288],[2.38272469],1999,21,[20.05719235]
[3.06116417],[2.38272403],1999,21,[20.05719235]
[3.08498545],[2.38272337],1999,21,[20.05719235]
[3.10880673],[2.38272271],1999,21,[20.05719235]
