Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00916291],[1.8326],1666,-25,[14.68112225]
[0.02748857],[1.8326],1666,-25,[14.68112225]
[0.04581389],[1.83259956],1666,-25,[14.68112225]
[0.06413891],[1.83259905],1666,-25,[14.68112225]
[0.08246365],[1.83259854],1666,-25,[14.68112225]
[0.10078813],[1.83259803],1666,-25,[14.68112225]
[0.11911236],[1.83259752],1666,-25,[14.68112225]
[0.13743638],[1.83259702],1666,-25,[14.68112225]
[0.15576018],[1.83259651],1666,-25,[14.68112225]
[0.17408379],[1.832596],1666,-25,[14.68112225]
[0.19240723],[1.83259549],1666,-25,[14.68112225]
[0.21073051],[1.83259498],1666,-25,[14.68112225]
[0.22905363],[1.83259447],1666,-25,[14.68112225]
[0.24737661],[1.83259396],1666,-25,[14.68112225]
[0.26569946],[1.83259345],1666,-25,[14.68112225]
[0.28402219],[1.83259294],1666,-25,[14.68112225]
[0.30234481],[1.83259243],1666,-25,[14.68112225]
[0.32066733],[1.83259192],1666,-25,[14.68112225]
[0.33898975],[1.83259141],1666,-25,[14.68112225]
[0.35731209],[1.8325909],1666,-25,[14.68112225]
[0.37563434],[1.83259039],1666,-25,[14.68112225]
[0.39395651],[1.83258988],1666,-25,[14.68112225]
[0.41227862],[1.83258938],1666,-25,[14.68112225]
[0.43060066],[1.83258887],1666,-25,[14.68112225]
[0.44892263],[1.83258836],1666,-25,[14.68112225]
[0.46724455],[1.83258785],1666,-25,[14.68112225]
[0.48556642],[1.83258734],1666,-25,[14.68112225]
[0.50388824],[1.83258683],1666,-25,[14.68112225]
[0.52221001],[1.83258632],1666,-25,[14.68112225]
[0.54053174],[1.83258581],1666,-25,[14.68112225]
[0.55885343],[1.8325853],1666,-25,[14.68112225]
[0.57717509],[1.83258479],1666,-25,[14.68112225]
[0.59549671],[1.83258428],1666,-25,[14.68112225]
[0.61381829],[1.83258377],1666,-25,[14.68112225]
[0.63213985],[1.83258326],1666,-25,[14.68112225]
[0.65046138],[1.83258275],1666,-25,[14.68112225]
[0.66878288],[1.83258224],1666,-25,[14.68112225]
[0.68710436],[1.83258173],1666,-25,[14.68112225]
[0.70542581],[1.83258122],1666,-25,[14.68112225]
[0.72374724],[1.83258071],1666,-25,[14.68112225]
[0.74206865],[1.8325802],1666,-25,[14.68112225]
[0.76039004],[1.8325797],1666,-25,[14.68112225]
[0.77871142],[1.83257919],1666,-25,[14.68112225]
[0.79703277],[1.83257868],1666,-25,[14.68112225]
[0.81535411],[1.83257817],1666,-25,[14.68112225]
[0.83367544],[1.83257766],1666,-25,[14.68112225]
[0.85199674],[1.83257715],1666,-25,[14.68112225]
[0.87031804],[1.83257664],1666,-25,[14.68112225]
[0.88863932],[1.83257613],1666,-25,[14.68112225]
[0.90696059],[1.83257562],1666,-25,[14.68112225]
[0.92528185],[1.83257511],1666,-25,[14.68112225]
[0.94360309],[1.8325746],1666,-25,[14.68112225]
[0.96192433],[1.83257409],1666,-25,[14.68112225]
[0.98024555],[1.83257358],1666,-25,[14.68112225]
[0.99856677],[1.83257307],1666,-25,[14.68112225]
[1.01688797],[1.83257256],1666,-25,[14.68112225]
[1.03520916],[1.83257205],1666,-25,[14.68112225]
[1.05353035],[1.83257154],1666,-25,[14.68112225]
[1.07185153],[1.83257103],1666,-25,[14.68112225]
[1.09017269],[1.83257052],1666,-25,[14.68112225]
[1.10849385],[1.83257001],1666,-25,[14.68112225]
[1.12681501],[1.8325695],1666,-25,[14.68112225]
[1.14513615],[1.83256899],1666,-25,[14.68112225]
[1.16345729],[1.83256848],1666,-25,[14.68112225]
[1.18177842],[1.83256797],1666,-25,[14.68112225]
[1.20009954],[1.83256746],1666,-25,[14.68112225]
[1.21842065],[1.83256695],1666,-25,[14.68112225]
[1.23674176],[1.83256644],1666,-25,[14.68112225]
[1.25506286],[1.83256593],1666,-25,[14.68112225]
[1.27338396],[1.83256542],1666,-25,[14.68112225]
[1.29170505],[1.83256491],1666,-25,[14.68112225]
[1.31002613],[1.8325644],1666,-25,[14.68112225]
[1.3283472],[1.83256389],1666,-25,[14.68112225]
[1.34666827],[1.83256338],1666,-25,[14.68112225]
[1.36498934],[1.83256287],1666,-25,[14.68112225]
[1.38331039],[1.83256236],1666,-25,[14.68112225]
[1.40163144],[1.83256185],1666,-25,[14.68112225]
[1.41995249],[1.83256134],1666,-25,[14.68112225]
[1.43827353],[1.83256083],1666,-25,[14.68112225]
[1.45659456],[1.83256032],1666,-25,[14.68112225]
[1.47491559],[1.83255981],1666,-25,[14.68112225]
[1.49323661],[1.8325593],1666,-25,[14.68112225]
[1.51155763],[1.83255879],1666,-25,[14.68112225]
[1.52987864],[1.83255828],1666,-25,[14.68112225]
[1.54819965],[1.83255777],1666,-25,[14.68112225]
[1.56652065],[1.83255726],1666,-25,[14.68112225]
[1.58484164],[1.83255675],1666,-25,[14.68112225]
[1.60316263],[1.83255624],1666,-25,[14.68112225]
[1.62148361],[1.83255573],1666,-25,[14.68112225]
[1.63980459],[1.83255522],1666,-25,[14.68112225]
[1.65812556],[1.83255471],1666,-25,[14.68112225]
[1.67644653],[1.8325542],1666,-25,[14.68112225]
[1.69476749],[1.83255368],1666,-25,[14.68112225]
[1.71308845],[1.83255317],1666,-25,[14.68112225]
[1.7314094],[1.83255266],1666,-25,[14.68112225]
[1.74973035],[1.83255215],1666,-25,[14.68112225]
[1.76805129],[1.83255164],1666,-25,[14.68112225]
[1.78637222],[1.83255113],1666,-25,[14.68112225]
[1.80469315],[1.83255062],1666,-25,[14.68112225]
[1.82301408],[1.83255011],1666,-25,[14.68112225]
[1.841335],[1.8325496],1666,-25,[14.68112225]
[1.85965591],[1.83254909],1666,-25,[14.68112225]
[1.87797682],[1.83254858],1666,-25,[14.68112225]
[1.89629773],[1.83254807],1666,-25,[14.68112225]
[1.91461863],[1.83254755],1666,-25,[14.68112225]
[1.93293952],[1.83254704],1666,-25,[14.68112225]
[1.95126041],[1.83254653],1666,-25,[14.68112225]
