Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00382187],[0.764382],667,-2,[16.38369702]
[0.01146555],[0.764382],667,-2,[16.38369702]
[0.01910909],[0.76438182],667,-2,[16.38369702]
[0.0267525],[0.76438161],667,-2,[16.38369702]
[0.03439579],[0.76438139],667,-2,[16.38369702]
[0.04203898],[0.76438118],667,-2,[16.38369702]
[0.04968206],[0.76438097],667,-2,[16.38369702]
[0.05732505],[0.76438076],667,-2,[16.38369702]
[0.06496796],[0.76438054],667,-2,[16.38369702]
[0.07261078],[0.76438033],667,-2,[16.38369702]
[0.08025353],[0.76438012],667,-2,[16.38369702]
[0.08789622],[0.76437991],667,-2,[16.38369702]
[0.09553884],[0.76437969],667,-2,[16.38369702]
[0.1031814],[0.76437948],667,-2,[16.38369702]
[0.1108239],[0.76437927],667,-2,[16.38369702]
[0.11846636],[0.76437906],667,-2,[16.38369702]
[0.12610877],[0.76437884],667,-2,[16.38369702]
[0.13375114],[0.76437863],667,-2,[16.38369702]
[0.14139347],[0.76437842],667,-2,[16.38369702]
[0.14903576],[0.76437821],667,-2,[16.38369702]
[0.15667801],[0.764378],667,-2,[16.38369702]
[0.16432024],[0.76437778],667,-2,[16.38369702]
[0.17196243],[0.76437757],667,-2,[16.38369702]
[0.1796046],[0.76437736],667,-2,[16.38369702]
[0.18724674],[0.76437715],667,-2,[16.38369702]
[0.19488886],[0.76437693],667,-2,[16.38369702]
[0.20253096],[0.76437672],667,-2,[16.38369702]
[0.21017303],[0.76437651],667,-2,[16.38369702]
[0.21781509],[0.7643763],667,-2,[16.38369702]
[0.22545713],[0.76437608],667,-2,[16.38369702]
[0.23309915],[0.76437587],667,-2,[16.38369702]
[0.24074116],[0.76437566],667,-2,[16.38369702]
[0.24838315],[0.76437545],667,-2,[16.38369702]
[0.25602513],[0.76437524],667,-2,[16.38369702]
[0.2636671],[0.76437502],667,-2,[16.38369702]
[0.27130905],[0.76437481],667,-2,[16.38369702]
[0.278951],[0.7643746],667,-2,[16.38369702]
[0.28659293],[0.76437439],667,-2,[16.38369702]
[0.29423485],[0.76437417],667,-2,[16.38369702]
[0.30187677],[0.76437396],667,-2,[16.38369702]
[0.30951867],[0.76437375],667,-2,[16.38369702]
[0.31716057],[0.76437354],667,-2,[16.38369702]
[0.32480246],[0.76437332],667,-2,[16.38369702]
[0.33244434],[0.76437311],667,-2,[16.38369702]
[0.34008622],[0.7643729],667,-2,[16.38369702]
[0.34772809],[0.76437269],667,-2,[16.38369702]
[0.35536995],[0.76437248],667,-2,[16.38369702]
[0.36301181],[0.76437226],667,-2,[16.38369702]
[0.37065366],[0.76437205],667,-2,[16.38369702]
[0.37829551],[0.76437184],667,-2,[16.38369702]
[0.38593735],[0.76437163],667,-2,[16.38369702]
[0.39357919],[0.76437141],667,-2,[16.38369702]
[0.40122102],[0.7643712],667,-2,[16.38369702]
[0.40886285],[0.76437099],667,-2,[16.38369702]
[0.41650467],[0.76437078],667,-2,[16.38369702]
[0.42414649],[0.76437056],667,-2,[16.38369702]
[0.43178831],[0.76437035],667,-2,[16.38369702]
[0.43943012],[0.76437014],667,-2,[16.38369702]
[0.44707193],[0.76436993],667,-2,[16.38369702]
[0.45471373],[0.76436971],667,-2,[16.38369702]
[0.46235554],[0.7643695],667,-2,[16.38369702]
[0.46999733],[0.76436929],667,-2,[16.38369702]
[0.47763913],[0.76436908],667,-2,[16.38369702]
[0.48528092],[0.76436887],667,-2,[16.38369702]
[0.49292271],[0.76436865],667,-2,[16.38369702]
[0.50056449],[0.76436844],667,-2,[16.38369702]
[0.50820628],[0.76436823],667,-2,[16.38369702]
[0.51584806],[0.76436802],667,-2,[16.38369702]
[0.52348983],[0.7643678],667,-2,[16.38369702]
[0.53113161],[0.76436759],667,-2,[16.38369702]
[0.53877338],[0.76436738],667,-2,[16.38369702]
[0.54641515],[0.76436717],667,-2,[16.38369702]
[0.55405691],[0.76436695],667,-2,[16.38369702]
[0.56169868],[0.76436674],667,-2,[16.38369702]
[0.56934044],[0.76436653],667,-2,[16.38369702]
[0.5769822],[0.76436632],667,-2,[16.38369702]
[0.58462395],[0.76436611],667,-2,[16.38369702]
[0.59226571],[0.76436589],667,-2,[16.38369702]
[0.59990746],[0.76436568],667,-2,[16.38369702]
[0.60754921],[0.76436547],667,-2,[16.38369702]
[0.61519095],[0.76436526],667,-2,[16.38369702]
