Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00954609],[1.909236],1666,-2,[17.28111636]
[0.02863809],[1.909236],1666,-2,[17.28111636]
[0.04772975],[1.90923554],1666,-2,[17.28111636]
[0.06682109],[1.90923501],1666,-2,[17.28111636]
[0.08591213],[1.90923448],1666,-2,[17.28111636]
[0.1050029],[1.90923395],1666,-2,[17.28111636]
[0.12409343],[1.90923342],1666,-2,[17.28111636]
[0.14318371],[1.90923289],1666,-2,[17.28111636]
[0.16227379],[1.90923236],1666,-2,[17.28111636]
[0.18136366],[1.90923183],1666,-2,[17.28111636]
[0.20045335],[1.9092313],1666,-2,[17.28111636]
[0.21954287],[1.90923077],1666,-2,[17.28111636]
[0.23863223],[1.90923024],1666,-2,[17.28111636]
[0.25772145],[1.90922971],1666,-2,[17.28111636]
[0.27681053],[1.90922918],1666,-2,[17.28111636]
[0.29589949],[1.90922865],1666,-2,[17.28111636]
[0.31498833],[1.90922812],1666,-2,[17.28111636]
[0.33407706],[1.90922759],1666,-2,[17.28111636]
[0.35316569],[1.90922706],1666,-2,[17.28111636]
[0.37225423],[1.90922653],1666,-2,[17.28111636]
[0.39134268],[1.909226],1666,-2,[17.28111636]
[0.41043106],[1.90922547],1666,-2,[17.28111636]
[0.42951936],[1.90922494],1666,-2,[17.28111636]
[0.44860759],[1.90922441],1666,-2,[17.28111636]
[0.46769576],[1.90922388],1666,-2,[17.28111636]
[0.48678387],[1.90922335],1666,-2,[17.28111636]
[0.50587193],[1.90922282],1666,-2,[17.28111636]
[0.52495993],[1.90922228],1666,-2,[17.28111636]
[0.54404789],[1.90922175],1666,-2,[17.28111636]
[0.5631358],[1.90922122],1666,-2,[17.28111636]
[0.58222367],[1.90922069],1666,-2,[17.28111636]
[0.6013115],[1.90922016],1666,-2,[17.28111636]
[0.6203993],[1.90921963],1666,-2,[17.28111636]
[0.63948706],[1.9092191],1666,-2,[17.28111636]
[0.65857479],[1.90921857],1666,-2,[17.28111636]
[0.67766249],[1.90921804],1666,-2,[17.28111636]
[0.69675017],[1.90921751],1666,-2,[17.28111636]
[0.71583781],[1.90921698],1666,-2,[17.28111636]
[0.73492544],[1.90921645],1666,-2,[17.28111636]
[0.75401304],[1.90921592],1666,-2,[17.28111636]
[0.77310062],[1.90921539],1666,-2,[17.28111636]
[0.79218817],[1.90921486],1666,-2,[17.28111636]
[0.81127571],[1.90921433],1666,-2,[17.28111636]
[0.83036324],[1.9092138],1666,-2,[17.28111636]
[0.84945074],[1.90921327],1666,-2,[17.28111636]
[0.86853823],[1.90921274],1666,-2,[17.28111636]
[0.8876257],[1.90921221],1666,-2,[17.28111636]
[0.90671316],[1.90921168],1666,-2,[17.28111636]
[0.92580061],[1.90921115],1666,-2,[17.28111636]
[0.94488804],[1.90921062],1666,-2,[17.28111636]
[0.96397546],[1.90921009],1666,-2,[17.28111636]
[0.98306286],[1.90920956],1666,-2,[17.28111636]
[1.00215026],[1.90920903],1666,-2,[17.28111636]
[1.02123764],[1.90920849],1666,-2,[17.28111636]
[1.04032502],[1.90920796],1666,-2,[17.28111636]
[1.05941238],[1.90920743],1666,-2,[17.28111636]
[1.07849973],[1.9092069],1666,-2,[17.28111636]
[1.09758708],[1.90920637],1666,-2,[17.28111636]
[1.11667441],[1.90920584],1666,-2,[17.28111636]
[1.13576174],[1.90920531],1666,-2,[17.28111636]
[1.15484906],[1.90920478],1666,-2,[17.28111636]
[1.17393637],[1.90920425],1666,-2,[17.28111636]
[1.19302367],[1.90920372],1666,-2,[17.28111636]
[1.21211096],[1.90920319],1666,-2,[17.28111636]
[1.23119825],[1.90920266],1666,-2,[17.28111636]
[1.25028553],[1.90920213],1666,-2,[17.28111636]
[1.2693728],[1.9092016],1666,-2,[17.28111636]
[1.28846006],[1.90920107],1666,-2,[17.28111636]
[1.30754732],[1.90920054],1666,-2,[17.28111636]
[1.32663457],[1.90920001],1666,-2,[17.28111636]
[1.34572181],[1.90919948],1666,-2,[17.28111636]
[1.36480905],[1.90919895],1666,-2,[17.28111636]
[1.38389628],[1.90919842],1666,-2,[17.28111636]
[1.4029835],[1.90919789],1666,-2,[17.28111636]
[1.42207072],[1.90919736],1666,-2,[17.28111636]
[1.44115793],[1.90919682],1666,-2,[17.28111636]
[1.46024513],[1.90919629],1666,-2,[17.28111636]
[1.47933233],[1.90919576],1666,-2,[17.28111636]
[1.49841953],[1.90919523],1666,-2,[17.28111636]
[1.51750671],[1.9091947],1666,-2,[17.28111636]
