Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.01320537],[2.6411],2401,-25,[15.00727781]
[0.03961587],[2.6411],2401,-25,[15.00727781]
[0.0660259],[2.64109937],2401,-25,[15.00727781]
[0.09243549],[2.64109863],2401,-25,[15.00727781]
[0.11884467],[2.6410979],2401,-25,[15.00727781]
[0.14525348],[2.64109717],2401,-25,[15.00727781]
[0.17166194],[2.64109643],2401,-25,[15.00727781]
[0.19807007],[2.6410957],2401,-25,[15.00727781]
[0.22447791],[2.64109496],2401,-25,[15.00727781]
[0.25088547],[2.64109423],2401,-25,[15.00727781]
[0.27729277],[2.6410935],2401,-25,[15.00727781]
[0.30369985],[2.64109276],2401,-25,[15.00727781]
[0.3301067],[2.64109203],2401,-25,[15.00727781]
[0.35651335],[2.64109129],2401,-25,[15.00727781]
[0.38291981],[2.64109056],2401,-25,[15.00727781]
[0.4093261],[2.64108983],2401,-25,[15.00727781]
[0.43573223],[2.64108909],2401,-25,[15.00727781]
[0.46213821],[2.64108836],2401,-25,[15.00727781]
[0.48854406],[2.64108762],2401,-25,[15.00727781]
[0.51494977],[2.64108689],2401,-25,[15.00727781]
[0.54135537],[2.64108615],2401,-25,[15.00727781]
[0.56776086],[2.64108542],2401,-25,[15.00727781]
[0.59416624],[2.64108469],2401,-25,[15.00727781]
[0.62057153],[2.64108395],2401,-25,[15.00727781]
[0.64697674],[2.64108322],2401,-25,[15.00727781]
[0.67338186],[2.64108248],2401,-25,[15.00727781]
[0.6997869],[2.64108175],2401,-25,[15.00727781]
[0.72619188],[2.64108102],2401,-25,[15.00727781]
[0.75259678],[2.64108028],2401,-25,[15.00727781]
[0.77900163],[2.64107955],2401,-25,[15.00727781]
[0.80540642],[2.64107881],2401,-25,[15.00727781]
[0.83181116],[2.64107808],2401,-25,[15.00727781]
[0.85821584],[2.64107734],2401,-25,[15.00727781]
[0.88462048],[2.64107661],2401,-25,[15.00727781]
[0.91102508],[2.64107587],2401,-25,[15.00727781]
[0.93742963],[2.64107514],2401,-25,[15.00727781]
[0.96383415],[2.64107441],2401,-25,[15.00727781]
[0.99023863],[2.64107367],2401,-25,[15.00727781]
[1.01664308],[2.64107294],2401,-25,[15.00727781]
[1.04304749],[2.6410722],2401,-25,[15.00727781]
[1.06945188],[2.64107147],2401,-25,[15.00727781]
[1.09585624],[2.64107073],2401,-25,[15.00727781]
[1.12226057],[2.64107],2401,-25,[15.00727781]
[1.14866488],[2.64106926],2401,-25,[15.00727781]
[1.17506916],[2.64106853],2401,-25,[15.00727781]
[1.20147342],[2.64106779],2401,-25,[15.00727781]
[1.22787766],[2.64106706],2401,-25,[15.00727781]
[1.25428188],[2.64106632],2401,-25,[15.00727781]
[1.28068608],[2.64106559],2401,-25,[15.00727781]
[1.30709026],[2.64106485],2401,-25,[15.00727781]
[1.33349443],[2.64106412],2401,-25,[15.00727781]
[1.35989857],[2.64106338],2401,-25,[15.00727781]
[1.38630271],[2.64106265],2401,-25,[15.00727781]
[1.41270682],[2.64106191],2401,-25,[15.00727781]
[1.43911092],[2.64106118],2401,-25,[15.00727781]
[1.46551501],[2.64106044],2401,-25,[15.00727781]
[1.49191909],[2.64105971],2401,-25,[15.00727781]
[1.51832315],[2.64105897],2401,-25,[15.00727781]
[1.5447272],[2.64105824],2401,-25,[15.00727781]
[1.57113123],[2.6410575],2401,-25,[15.00727781]
[1.59753526],[2.64105676],2401,-25,[15.00727781]
[1.62393927],[2.64105603],2401,-25,[15.00727781]
[1.65034327],[2.64105529],2401,-25,[15.00727781]
[1.67674726],[2.64105456],2401,-25,[15.00727781]
[1.70315124],[2.64105382],2401,-25,[15.00727781]
[1.72955521],[2.64105308],2401,-25,[15.00727781]
[1.75595917],[2.64105235],2401,-25,[15.00727781]
[1.78236312],[2.64105161],2401,-25,[15.00727781]
[1.80876706],[2.64105088],2401,-25,[15.00727781]
[1.83517099],[2.64105014],2401,-25,[15.00727781]
[1.86157491],[2.6410494],2401,-25,[15.00727781]
[1.88797883],[2.64104867],2401,-25,[15.00727781]
[1.91438273],[2.64104793],2401,-25,[15.00727781]
[1.94078662],[2.64104719],2401,-25,[15.00727781]
[1.96719051],[2.64104646],2401,-25,[15.00727781]
[1.99359438],[2.64104572],2401,-25,[15.00727781]
[2.01999825],[2.64104498],2401,-25,[15.00727781]
[2.04640211],[2.64104425],2401,-25,[15.00727781]
[2.07280596],[2.64104351],2401,-25,[15.00727781]
[2.0992098],[2.64104277],2401,-25,[15.00727781]
[2.12561364],[2.64104204],2401,-25,[15.00727781]
[2.15201746],[2.6410413],2401,-25,[15.00727781]
[2.17842128],[2.64104056],2401,-25,[15.00727781]
[2.20482509],[2.64103982],2401,-25,[15.00727781]
