Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.00116579],[0.23316],201,5,[15.96051717]
[0.00349734],[0.23316],201,5,[15.96051717]
[0.00582886],[0.23315994],201,5,[15.96051717]
[0.00816033],[0.23315988],201,5,[15.96051717]
[0.01049177],[0.23315981],201,5,[15.96051717]
[0.01282318],[0.23315975],201,5,[15.96051717]
[0.01515456],[0.23315969],201,5,[15.96051717]
[0.0174859],[0.23315962],201,5,[15.96051717]
[0.01981722],[0.23315956],201,5,[15.96051717]
[0.02214852],[0.23315949],201,5,[15.96051717]
[0.02447979],[0.23315943],201,5,[15.96051717]
[0.02681105],[0.23315936],201,5,[15.96051717]
[0.02914228],[0.2331593],201,5,[15.96051717]
[0.0314735],[0.23315923],201,5,[15.96051717]
[0.0338047],[0.23315917],201,5,[15.96051717]
[0.03613588],[0.2331591],201,5,[15.96051717]
[0.03846705],[0.23315904],201,5,[15.96051717]
[0.04079821],[0.23315897],201,5,[15.96051717]
[0.04312935],[0.23315891],201,5,[15.96051717]
[0.04546049],[0.23315884],201,5,[15.96051717]
[0.04779161],[0.23315878],201,5,[15.96051717]
[0.05012272],[0.23315871],201,5,[15.96051717]
[0.05245383],[0.23315865],201,5,[15.96051717]
[0.05478492],[0.23315858],201,5,[15.96051717]
[0.05711601],[0.23315852],201,5,[15.96051717]
[0.05944709],[0.23315845],201,5,[15.96051717]
[0.06177817],[0.23315839],201,5,[15.96051717]
[0.06410923],[0.23315833],201,5,[15.96051717]
[0.0664403],[0.23315826],201,5,[15.96051717]
[0.06877135],[0.2331582],201,5,[15.96051717]
[0.0711024],[0.23315813],201,5,[15.96051717]
[0.07343345],[0.23315807],201,5,[15.96051717]
[0.07576449],[0.233158],201,5,[15.96051717]
[0.07809553],[0.23315794],201,5,[15.96051717]
[0.08042657],[0.23315787],201,5,[15.96051717]
[0.0827576],[0.23315781],201,5,[15.96051717]
[0.08508863],[0.23315774],201,5,[15.96051717]
[0.08741965],[0.23315768],201,5,[15.96051717]
[0.08975067],[0.23315761],201,5,[15.96051717]
[0.09208169],[0.23315755],201,5,[15.96051717]
[0.09441271],[0.23315748],201,5,[15.96051717]
[0.09674372],[0.23315742],201,5,[15.96051717]
[0.09907473],[0.23315735],201,5,[15.96051717]
[0.10140574],[0.23315729],201,5,[15.96051717]
[0.10373675],[0.23315722],201,5,[15.96051717]
[0.10606775],[0.23315716],201,5,[15.96051717]
[0.10839876],[0.23315709],201,5,[15.96051717]
[0.11072976],[0.23315703],201,5,[15.96051717]
[0.11306076],[0.23315697],201,5,[15.96051717]
[0.11539176],[0.2331569],201,5,[15.96051717]
[0.11772275],[0.23315684],201,5,[15.96051717]
[0.12005375],[0.23315677],201,5,[15.96051717]
[0.12238474],[0.23315671],201,5,[15.96051717]
[0.12471573],[0.23315664],201,5,[15.96051717]
[0.12704672],[0.23315658],201,5,[15.96051717]
[0.12937771],[0.23315651],201,5,[15.96051717]
[0.1317087],[0.23315645],201,5,[15.96051717]
[0.13403969],[0.23315638],201,5,[15.96051717]
[0.13637068],[0.23315632],201,5,[15.96051717]
[0.13870166],[0.23315625],201,5,[15.96051717]
[0.14103265],[0.23315619],201,5,[15.96051717]
[0.14336363],[0.23315612],201,5,[15.96051717]
[0.14569461],[0.23315606],201,5,[15.96051717]
[0.14802559],[0.23315599],201,5,[15.96051717]
[0.15035657],[0.23315593],201,5,[15.96051717]
[0.15268755],[0.23315586],201,5,[15.96051717]
[0.15501853],[0.2331558],201,5,[15.96051717]
[0.15734951],[0.23315573],201,5,[15.96051717]
[0.15968049],[0.23315567],201,5,[15.96051717]
[0.16201146],[0.23315561],201,5,[15.96051717]
[0.16434244],[0.23315554],201,5,[15.96051717]
[0.16667341],[0.23315548],201,5,[15.96051717]
[0.16900439],[0.23315541],201,5,[15.96051717]
[0.17133536],[0.23315535],201,5,[15.96051717]
[0.17366633],[0.23315528],201,5,[15.96051717]
[0.1759973],[0.23315522],201,5,[15.96051717]
[0.17832827],[0.23315515],201,5,[15.96051717]
[0.18065924],[0.23315509],201,5,[15.96051717]
[0.18299021],[0.23315502],201,5,[15.96051717]
[0.18532118],[0.23315496],201,5,[15.96051717]
[0.18765215],[0.23315489],201,5,[15.96051717]
[0.18998311],[0.23315483],201,5,[15.96051717]
[0.19231408],[0.23315476],201,5,[15.96051717]
[0.19464504],[0.2331547],201,5,[15.96051717]
[0.19697601],[0.23315463],201,5,[15.96051717]
[0.19930697],[0.23315457],201,5,[15.96051717]
[0.20163794],[0.2331545],201,5,[15.96051717]
[0.2039689],[0.23315444],201,5,[15.96051717]
[0.20629986],[0.23315437],201,5,[15.96051717]
[0.20863082],[0.23315431],201,5,[15.96051717]
[0.21096178],[0.23315425],201,5,[15.96051717]
[0.21329274],[0.23315418],201,5,[15.96051717]
[0.2156237],[0.23315412],201,5,[15.96051717]
[0.21795466],[0.23315405],201,5,[15.96051717]
[0.22028562],[0.23315399],201,5,[15.96051717]
[0.22261657],[0.23315392],201,5,[15.96051717]
[0.22494753],[0.23315386],201,5,[15.96051717]
[0.22727849],[0.23315379],201,5,[15.96051717]
[0.22960944],[0.23315373],201,5,[15.96051717]
[0.2319404],[0.23315366],201,5,[15.96051717]
[0.23427135],[0.2331536],201,5,[15.96051717]
[0.2366023],[0.23315353],201,5,[15.96051717]
[0.23893325],[0.23315347],201,5,[15.96051717]
[0.24126421],[0.2331534],201,5,[15.96051717]
[0.24359516],[0.23315334],201,5,[15.96051717]
[0.24592611],[0.23315327],201,5,[15.96051717]
[0.24825706],[0.23315321],201,5,[15.96051717]
[0.25058801],[0.23315314],201,5,[15.96051717]
[0.25291896],[0.23315308],201,5,[15.96051717]
[0.2552499],[0.23315302],201,5,[15.96051717]
[0.25758085],[0.23315295],201,5,[15.96051717]
[0.2599118],[0.23315289],201,5,[15.96051717]
[0.26224274],[0.23315282],201,5,[15.96051717]
[0.26457369],[0.23315276],201,5,[15.96051717]
[0.26690463],[0.23315269],201,5,[15.96051717]
