Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.01180579],[2.36118],2001,15,[19.37947704]
[0.03541714],[2.36118],2001,15,[19.37947704]
[0.05902807],[2.36117944],2001,15,[19.37947704]
[0.08263861],[2.36117878],2001,15,[19.37947704]
[0.10624879],[2.36117812],2001,15,[19.37947704]
[0.12985862],[2.36117747],2001,15,[19.37947704]
[0.15346815],[2.36117681],2001,15,[19.37947704]
[0.17707739],[2.36117616],2001,15,[19.37947704]
[0.20068636],[2.3611755],2001,15,[19.37947704]
[0.22429509],[2.36117484],2001,15,[19.37947704]
[0.24790358],[2.36117419],2001,15,[19.37947704]
[0.27151187],[2.36117353],2001,15,[19.37947704]
[0.29511996],[2.36117288],2001,15,[19.37947704]
[0.31872787],[2.36117222],2001,15,[19.37947704]
[0.34233562],[2.36117157],2001,15,[19.37947704]
[0.36594321],[2.36117091],2001,15,[19.37947704]
[0.38955065],[2.36117025],2001,15,[19.37947704]
[0.41315797],[2.3611696],2001,15,[19.37947704]
[0.43676516],[2.36116894],2001,15,[19.37947704]
[0.46037223],[2.36116829],2001,15,[19.37947704]
[0.4839792],[2.36116763],2001,15,[19.37947704]
[0.50758608],[2.36116697],2001,15,[19.37947704]
[0.53119286],[2.36116632],2001,15,[19.37947704]
[0.55479955],[2.36116566],2001,15,[19.37947704]
[0.57840617],[2.36116501],2001,15,[19.37947704]
[0.60201271],[2.36116435],2001,15,[19.37947704]
[0.62561919],[2.3611637],2001,15,[19.37947704]
[0.6492256],[2.36116304],2001,15,[19.37947704]
[0.67283196],[2.36116238],2001,15,[19.37947704]
[0.69643825],[2.36116173],2001,15,[19.37947704]
[0.7200445],[2.36116107],2001,15,[19.37947704]
[0.7436507],[2.36116042],2001,15,[19.37947704]
[0.76725686],[2.36115976],2001,15,[19.37947704]
[0.79086297],[2.36115911],2001,15,[19.37947704]
[0.81446905],[2.36115845],2001,15,[19.37947704]
[0.83807509],[2.36115779],2001,15,[19.37947704]
[0.86168109],[2.36115714],2001,15,[19.37947704]
[0.88528706],[2.36115648],2001,15,[19.37947704]
[0.908893],[2.36115583],2001,15,[19.37947704]
[0.93249892],[2.36115517],2001,15,[19.37947704]
[0.95610481],[2.36115451],2001,15,[19.37947704]
[0.97971067],[2.36115386],2001,15,[19.37947704]
[1.00331651],[2.3611532],2001,15,[19.37947704]
[1.02692232],[2.36115255],2001,15,[19.37947704]
[1.05052812],[2.36115189],2001,15,[19.37947704]
[1.07413389],[2.36115124],2001,15,[19.37947704]
[1.09773965],[2.36115058],2001,15,[19.37947704]
[1.12134539],[2.36114992],2001,15,[19.37947704]
[1.14495111],[2.36114927],2001,15,[19.37947704]
[1.16855681],[2.36114861],2001,15,[19.37947704]
[1.1921625],[2.36114796],2001,15,[19.37947704]
[1.21576818],[2.3611473],2001,15,[19.37947704]
[1.23937384],[2.36114664],2001,15,[19.37947704]
[1.26297948],[2.36114599],2001,15,[19.37947704]
[1.28658512],[2.36114533],2001,15,[19.37947704]
[1.31019074],[2.36114468],2001,15,[19.37947704]
[1.33379635],[2.36114402],2001,15,[19.37947704]
[1.35740195],[2.36114337],2001,15,[19.37947704]
