Vout,Iout,Irradiance,Temperature,MaxVoltage
[0.0102656],[2.05314],1801,-5,[17.00885077]
[0.03079661],[2.05314],1801,-5,[17.00885077]
[0.05132726],[2.05313951],1801,-5,[17.00885077]
[0.07185756],[2.05313894],1801,-5,[17.00885077]
[0.09238755],[2.05313837],1801,-5,[17.00885077]
[0.11291724],[2.0531378],1801,-5,[17.00885077]
[0.13344666],[2.05313723],1801,-5,[17.00885077]
[0.15397584],[2.05313666],1801,-5,[17.00885077]
[0.17450478],[2.05313609],1801,-5,[17.00885077]
[0.19503351],[2.05313552],1801,-5,[17.00885077]
[0.21556203],[2.05313495],1801,-5,[17.00885077]
[0.23609038],[2.05313438],1801,-5,[17.00885077]
[0.25661856],[2.05313381],1801,-5,[17.00885077]
[0.27714657],[2.05313324],1801,-5,[17.00885077]
[0.29767445],[2.05313266],1801,-5,[17.00885077]
[0.31820219],[2.05313209],1801,-5,[17.00885077]
[0.3387298],[2.05313152],1801,-5,[17.00885077]
[0.3592573],[2.05313095],1801,-5,[17.00885077]
[0.37978469],[2.05313038],1801,-5,[17.00885077]
[0.40031198],[2.05312981],1801,-5,[17.00885077]
[0.42083918],[2.05312924],1801,-5,[17.00885077]
[0.4413663],[2.05312867],1801,-5,[17.00885077]
[0.46189333],[2.0531281],1801,-5,[17.00885077]
[0.48242029],[2.05312753],1801,-5,[17.00885077]
[0.50294719],[2.05312696],1801,-5,[17.00885077]
[0.52347402],[2.05312639],1801,-5,[17.00885077]
[0.54400079],[2.05312582],1801,-5,[17.00885077]
[0.5645275],[2.05312525],1801,-5,[17.00885077]
[0.58505417],[2.05312468],1801,-5,[17.00885077]
[0.60558079],[2.05312411],1801,-5,[17.00885077]
[0.62610736],[2.05312354],1801,-5,[17.00885077]
[0.64663389],[2.05312297],1801,-5,[17.00885077]
[0.66716038],[2.0531224],1801,-5,[17.00885077]
[0.68768684],[2.05312183],1801,-5,[17.00885077]
[0.70821326],[2.05312126],1801,-5,[17.00885077]
[0.72873965],[2.05312069],1801,-5,[17.00885077]
[0.74926601],[2.05312012],1801,-5,[17.00885077]
[0.76979234],[2.05311955],1801,-5,[17.00885077]
[0.79031865],[2.05311898],1801,-5,[17.00885077]
[0.81084493],[2.05311841],1801,-5,[17.00885077]
[0.83137119],[2.05311784],1801,-5,[17.00885077]
[0.85189742],[2.05311727],1801,-5,[17.00885077]
[0.87242364],[2.05311669],1801,-5,[17.00885077]
[0.89294984],[2.05311612],1801,-5,[17.00885077]
[0.91347602],[2.05311555],1801,-5,[17.00885077]
[0.93400218],[2.05311498],1801,-5,[17.00885077]
[0.95452832],[2.05311441],1801,-5,[17.00885077]
[0.97505445],[2.05311384],1801,-5,[17.00885077]
[0.99558056],[2.05311327],1801,-5,[17.00885077]
[1.01610666],[2.0531127],1801,-5,[17.00885077]
[1.03663275],[2.05311213],1801,-5,[17.00885077]
[1.05715882],[2.05311156],1801,-5,[17.00885077]
[1.07768489],[2.05311099],1801,-5,[17.00885077]
[1.09821094],[2.05311042],1801,-5,[17.00885077]
[1.11873697],[2.05310985],1801,-5,[17.00885077]
[1.139263],[2.05310928],1801,-5,[17.00885077]
[1.15978902],[2.05310871],1801,-5,[17.00885077]
[1.18031502],[2.05310814],1801,-5,[17.00885077]
[1.20084102],[2.05310757],1801,-5,[17.00885077]
[1.22136701],[2.053107],1801,-5,[17.00885077]
[1.24189298],[2.05310643],1801,-5,[17.00885077]
[1.26241895],[2.05310586],1801,-5,[17.00885077]
[1.28294491],[2.05310529],1801,-5,[17.00885077]
[1.30347086],[2.05310472],1801,-5,[17.00885077]
[1.32399681],[2.05310414],1801,-5,[17.00885077]
[1.34452274],[2.05310357],1801,-5,[17.00885077]
[1.36504867],[2.053103],1801,-5,[17.00885077]
[1.38557459],[2.05310243],1801,-5,[17.00885077]
[1.4061005],[2.05310186],1801,-5,[17.00885077]
[1.42662641],[2.05310129],1801,-5,[17.00885077]
[1.44715231],[2.05310072],1801,-5,[17.00885077]
[1.4676782],[2.05310015],1801,-5,[17.00885077]
[1.48820408],[2.05309958],1801,-5,[17.00885077]
[1.50872996],[2.05309901],1801,-5,[17.00885077]
[1.52925582],[2.05309844],1801,-5,[17.00885077]
[1.54978169],[2.05309787],1801,-5,[17.00885077]
[1.57030754],[2.0530973],1801,-5,[17.00885077]
[1.59083339],[2.05309673],1801,-5,[17.00885077]
[1.61135924],[2.05309616],1801,-5,[17.00885077]
[1.63188507],[2.05309559],1801,-5,[17.00885077]
[1.6524109],[2.05309502],1801,-5,[17.00885077]
[1.67293673],[2.05309444],1801,-5,[17.00885077]
[1.69346254],[2.05309387],1801,-5,[17.00885077]
[1.71398835],[2.0530933],1801,-5,[17.00885077]
[1.73451416],[2.05309273],1801,-5,[17.00885077]
[1.75503996],[2.05309216],1801,-5,[17.00885077]
[1.77556575],[2.05309159],1801,-5,[17.00885077]
[1.79609154],[2.05309102],1801,-5,[17.00885077]
[1.81661732],[2.05309045],1801,-5,[17.00885077]
[1.83714309],[2.05308988],1801,-5,[17.00885077]
[1.85766886],[2.05308931],1801,-5,[17.00885077]
[1.87819462],[2.05308874],1801,-5,[17.00885077]
[1.89872038],[2.05308817],1801,-5,[17.00885077]
[1.91924613],[2.0530876],1801,-5,[17.00885077]
[1.93977187],[2.05308703],1801,-5,[17.00885077]
[1.96029761],[2.05308645],1801,-5,[17.00885077]
