Vout,Iout,Irradiance,Temperature,MaxVoltage,MaxPower
0.0016554840818838279,0.33109999999999995,301,-25,18.24229971133058,5.707357484673787
0.004966421634183956,0.33109999999999995,301,-25,18.24229971133058,5.707357484673787
0.008277291875954107,0.33109831140591806,301,-25,18.24229971133058,5.707357484673787
0.011588082782190388,0.33109500046836576,301,-25,18.24229971133058,5.707357484673787
0.014898790422912912,0.3310916895982929,301,-25,18.24229971133058,5.707357484673787
0.018209418658611136,0.3310883788077177,301,-25,18.24229971133058,5.707357484673787
0.02151997105287786,0.33108506810040805,301,-25,18.24229971133058,5.707357484673787
0.02483045089517962,0.33108175747250346,301,-25,18.24229971133058,5.707357484673787
0.028140861221911673,0.33107844692044025,301,-25,18.24229971133058,5.707357484673787
0.0314512048358697,0.331075136440929,301,-25,18.24229971133058,5.707357484673787
0.03476148432422335,0.3310718260309333,301,-25,18.24229971133058,5.707357484673787
0.038071702075106816,0.33106851568765044,301,-25,18.24229971133058,5.707357484673787
0.041381860292932955,0.3310652054084931,301,-25,18.24229971133058,5.707357484673787
0.04469196101252909,0.33106189519107326,301,-25,18.24229971133058,5.707357484673787
0.048002006112185185,0.33105858503318647,301,-25,18.24229971133058,5.707357484673787
0.05131199732569806,0.3310552749327979,301,-25,18.24229971133058,5.707357484673787
0.05462193625348894,0.33105196488802924,301,-25,18.24229971133058,5.707357484673787
0.05793182437286559,0.33104865489714674,301,-25,18.24229971133058,5.707357484673787
0.061241663047494836,0.33104534495855,301,-25,18.24229971133058,5.707357484673787
0.0645514535361463,0.3310420350707616,301,-25,18.24229971133058,5.707357484673787
0.06786119700076335,0.33103872523241795,301,-25,18.24229971133058,5.707357484673787
0.07117089451391301,0.3310354154422603,301,-25,18.24229971133058,5.707357484673787
0.07448054706566279,0.33103210569912667,301,-25,18.24229971133058,5.707357484673787
0.07779015556992831,0.3310287960019445,301,-25,18.24229971133058,5.707357484673787
0.08109972087033253,0.33102548634972373,301,-25,18.24229971133058,5.707357484673787
0.08440924374561418,0.33102217674155043,301,-25,18.24229971133058,5.707357484673787
0.08771872491462007,0.33101886717658097,301,-25,18.24229971133058,5.707357484673787
0.0910281650409132,0.3310155576540367,301,-25,18.24229971133058,5.707357484673787
0.09433756473702651,0.33101224817319863,301,-25,18.24229971133058,5.707357484673787
0.09764692456838912,0.33100893873340326,301,-25,18.24229971133058,5.707357484673787
0.10095624505695056,0.3310056293340381,301,-25,18.24229971133058,5.707357484673787
0.10426552668452624,0.33100231997453766,301,-25,18.24229971133058,5.707357484673787
0.10757476989588534,0.3309990106543801,301,-25,18.24229971133058,5.707357484673787
0.11088397510160129,0.33099570137308343,301,-25,18.24229971133058,5.707357484673787
0.11419314268068276,0.330992392130203,301,-25,18.24229971133058,5.707357484673787
0.11750227298300235,0.3309890829253282,301,-25,18.24229971133058,5.707357484673787
0.12081136633153838,0.3309857737580801,301,-25,18.24229971133058,5.707357484673787
0.12412042302444413,0.33098246462810865,301,-25,18.24229971133058,5.707357484673787
0.127429443336958,0.33097915553509105,301,-25,18.24229971133058,5.707357484673787
0.13073842752316647,0.330975846478729,301,-25,18.24229971133058,5.707357484673787
0.13404737581763174,0.33097253745874744,301,-25,18.24229971133058,5.707357484673787
0.13735628843689382,0.33096922847489213,301,-25,18.24229971133058,5.707357484673787
0.1406651655808573,0.33096591952692855,301,-25,18.24229971133058,5.707357484673787
0.14397400743407102,0.3309626106146402,301,-25,18.24229971133058,5.707357484673787
0.1472828141669101,0.3309593017378271,301,-25,18.24229971133058,5.707357484673787
0.15059158593666608,0.33095599289630484,301,-25,18.24229971133058,5.707357484673787
0.15390032288855346,0.33095268408990286,301,-25,18.24229971133058,5.707357484673787
0.15720902515663945,0.33094937531846397,301,-25,18.24229971133058,5.707357484673787
0.16051769286470122,0.330946066581843,301,-25,18.24229971133058,5.707357484673787
0.16382632612701778,0.3309427578799058,301,-25,18.24229971133058,5.707357484673787
0.16713492504910074,0.3309394492125286,301,-25,18.24229971133058,5.707357484673787
0.17044348972836906,0.33093614057959714,301,-25,18.24229971133058,5.707357484673787
0.17375202025477138,0.3309328319810059,301,-25,18.24229971133058,5.707357484673787
0.17706051671136117,0.33092952341665755,301,-25,18.24229971133058,5.707357484673787
0.18036897917482692,0.33092621488646196,301,-25,18.24229971133058,5.707357484673787
0.1836774077159822,0.3309229063903362,301,-25,18.24229971133058,5.707357484673787
0.18698580240021737,0.33091959792820363,301,-25,18.24229971133058,5.707357484673787
0.19029416328791704,0.33091628949999335,301,-25,18.24229971133058,5.707357484673787
0.19360249043484523,0.33091298110563994,301,-25,18.24229971133058,5.707357484673787
0.19691078389250072,0.3309096727450831,301,-25,18.24229971133058,5.707357484673787
0.20021904370844543,0.330906364418267,301,-25,18.24229971133058,5.707357484673787
0.2035272699266072,0.33090305612514015,301,-25,18.24229971133058,5.707357484673787
0.2068354625875594,0.33089974786565507,301,-25,18.24229971133058,5.707357484673787
0.21014362172877904,0.3308964396397677,301,-25,18.24229971133058,5.707357484673787
0.21345174738488515,0.3308931314474376,301,-25,18.24229971133058,5.707357484673787
0.21675983958785836,0.3308898232886272,301,-25,18.24229971133058,5.707357484673787
0.22006789836724439,0.3308865151633019,301,-25,18.24229971133058,5.707357484673787
0.22337592375034085,0.33088320707142976,301,-25,18.24229971133058,5.707357484673787
0.22668391576237054,0.3308798990129812,301,-25,18.24229971133058,5.707357484673787
0.22999187442664099,0.3308765909879289,301,-25,18.24229971133058,5.707357484673787
0.23329979976469192,0.3308732829962477,301,-25,18.24229971133058,5.707357484673787
